Ano,Código do Município,Nome do Município,"Produto Interno Bruto, 
a preços correntes
(R$ 1.000)","Produto Interno Bruto per capita, 
a preços correntes
(R$ 1,00)"
2010,3130408,Ijaci," 300,368 "," 51,231.15 "
2015,3152204,Porteirinha," 300,354 "," 7,757.08 "
2018,5203906,Buriti Alegre," 300,344 "," 31,839.75 "
2013,3114402,Carmo do Rio Claro," 300,334 "," 14,162.69 "
2017,4302303,Bom Jesus," 300,326 "," 25,509.74 "
2017,3118403,Conselheiro Pena," 300,297 "," 12,921.54 "
2015,4114500,Manoel Ribas," 300,296 "," 21,983.57 "
2016,4104402,Cândido de Abreu," 300,226 "," 18,534.75 "
2020,2916807,Itarantim," 300,224 "," 15,129.97 "
2018,2310506,Pedra Branca," 300,170 "," 6,954.83 "
2020,2925758,Presidente Tancredo Neves," 300,164 "," 10,718.63 "
2012,3114402,Carmo do Rio Claro," 300,143 "," 14,619.01 "
2016,2103505,Colinas," 300,140 "," 7,424.24 "
2017,1721208,Tocantinópolis," 300,131 "," 12,982.00 "
2018,1100924,Chupinguaia," 300,109 "," 27,568.31 "
2017,3104601,Astolfo Dutra," 300,042 "," 21,252.45 "
2010,2914000,Ipirá," 300,002 "," 5,054.62 "
2018,4120507,Primeiro de Maio," 299,972 "," 26,990.43 "
2016,2921708,Morro do Chapéu," 299,970 "," 8,153.81 "
2014,5217203,Piranhas," 299,939 "," 26,689.74 "
2012,3524501,Jaci," 299,934 "," 50,922.66 "
2016,2600708,Aliança," 299,930 "," 7,839.06 "
2020,2111102,São João dos Patos," 299,925 "," 11,537.35 "
2017,1400308,Mucajaí," 299,920 "," 17,797.31 "
2017,2930154,Serra do Ramalho," 299,910 "," 9,090.65 "
2012,2917359,Jaborandi," 299,906 "," 34,361.35 "
2019,2507002,Itaporanga," 299,852 "," 12,143.68 "
2010,3526209,Juquitiba," 299,824 "," 10,435.20 "
2019,3109451,Cabeceira Grande," 299,820 "," 43,145.81 "
2018,3543006,Ribeirão Branco," 299,807 "," 17,969.72 "
2010,2804508,Nossa Senhora da Glória," 299,772 "," 9,219.79 "
2015,3144003,Mutum," 299,714 "," 10,901.09 "
2014,3524907,Jambeiro," 299,686 "," 50,106.40 "
2020,3112000,Candeias," 299,681 "," 20,129.00 "
2019,4204350,Cordilheira Alta," 299,679 "," 67,298.28 "
2020,3510708,Cardoso," 299,675 "," 24,267.11 "
2012,5204805,Campo Alegre de Goiás," 299,668 "," 47,626.82 "
2013,2704500,Maragogi," 299,635 "," 9,573.30 "
2013,4314423,Picada Café," 299,632 "," 54,857.56 "
2015,4320206,Seberi," 299,623 "," 26,838.30 "
2013,2201150,Baixa Grande do Ribeiro," 299,600 "," 27,201.74 "
2017,2800670,Boquim," 299,585 "," 11,111.78 "
2016,4314506,Pinheiro Machado," 299,552 "," 23,142.18 "
2017,3302809,Mendes," 299,499 "," 16,525.92 "
2016,3140506,Martinho Campos," 299,485 "," 22,389.73 "
2015,2921104,Medeiros Neto," 299,481 "," 12,755.82 "
2019,4126678,Tamarana," 299,476 "," 20,238.99 "
2013,5103601,Dom Aquino," 299,426 "," 36,961.67 "
2016,3545605,Santa Adélia," 299,347 "," 19,622.88 "
2013,2602803,Buíque," 299,323 "," 5,415.84 "
2019,2309300,Nova Russas," 299,307 "," 9,258.43 "
2010,3157005,Salinas," 299,272 "," 7,638.00 "
2018,4305900,Coronel Bicaco," 299,232 "," 40,518.84 "
2017,3513900,Divinolândia," 299,208 "," 26,283.17 "
2015,2927705,Santa Cruz Cabrália," 299,180 "," 10,599.45 "
2017,3520004,Igaraçu do Tietê," 299,164 "," 12,163.10 "
2016,5107354,São José do Xingu," 299,158 "," 55,440.74 "
2015,3126703,Francisco Sá," 299,148 "," 11,410.47 "
2018,3148707,Pedra Azul," 299,114 "," 12,299.58 "
2017,4207908,Irineópolis," 299,113 "," 26,867.25 "
2012,3521903,Itajobi," 299,094 "," 20,477.50 "
2017,5220009,São João d'Aliança," 299,085 "," 23,656.17 "
2019,4116109,Moreira Sales," 299,058 "," 24,672.75 "
2010,3205010,Sooretama," 299,051 "," 12,533.59 "
2010,1502707,Conceição do Araguaia," 299,034 "," 6,567.85 "
2019,2412559,São Miguel do Gostoso," 299,031 "," 29,082.95 "
2019,2905602,Camacan," 299,025 "," 9,348.03 "
2015,2906303,Canavieiras," 298,980 "," 8,987.00 "
2010,3522901,Itapuí," 298,928 "," 24,540.48 "
2020,3529500,Mendonça," 298,917 "," 53,713.75 "
2018,4300208,Ajuricaba," 298,890 "," 42,317.77 "
2019,3118403,Conselheiro Pena," 298,849 "," 13,038.22 "
2014,2611309,Pombos," 298,836 "," 11,159.33 "
2016,1500958,Aurora do Pará," 298,798 "," 9,962.92 "
2020,4314423,Picada Café," 298,780 "," 52,070.39 "
2019,5205455,Cezarina," 298,762 "," 34,715.60 "
2015,2602605,Brejo da Madre de Deus," 298,753 "," 6,085.58 "
2011,4117503,Paiçandu," 298,705 "," 8,221.32 "
2016,2613602,São José do Egito," 298,691 "," 8,906.31 "
2017,4117008,Nova Fátima," 298,689 "," 35,745.48 "
2019,2615003,Taquaritinga do Norte," 298,669 "," 10,379.47 "
2015,2613602,São José do Egito," 298,657 "," 8,951.22 "
2013,2312205,Santa Quitéria," 298,641 "," 6,887.79 "
2019,3104106,Arceburgo," 298,612 "," 27,721.17 "
2020,3535408,Panorama," 298,575 "," 18,823.28 "
2018,3141801,Minas Novas," 298,531 "," 9,485.91 "
2018,1700707,Alvorada," 298,510 "," 35,423.06 "
2010,2916302,Itapebi," 298,496 "," 28,436.33 "
2010,3133105,Itanhandu," 298,492 "," 21,045.76 "
2017,2705101,Matriz de Camaragibe," 298,468 "," 11,932.99 "
2018,4311627,Lindolfo Collor," 298,466 "," 49,910.64 "
2018,2917300,Ituberá," 298,456 "," 10,487.98 "
2015,4301206,Arroio do Tigre," 298,448 "," 22,412.71 "
2019,3535606,Paraibuna," 298,417 "," 16,376.72 "
2010,2800605,Barra dos Coqueiros," 298,387 "," 11,929.75 "
2014,2112506,Tutóia," 298,379 "," 5,280.94 "
2013,4116059,Missal," 298,375 "," 27,594.13 "
2010,4301305,Arroio Grande," 298,335 "," 16,153.27 "
2017,1304302,Urucará," 298,331 "," 17,581.98 "
2014,2905008,Caculé," 298,323 "," 12,753.23 "
2015,1503200,Igarapé-Açu," 298,323 "," 7,990.88 "
2014,2613602,São José do Egito," 298,310 "," 8,988.48 "
2012,2114007,Zé Doca," 298,244 "," 6,042.83 "
2015,4116059,Missal," 298,148 "," 27,486.65 "
2015,2701001,Boca da Mata," 298,136 "," 10,881.28 "
2017,3153905,Raposos," 298,129 "," 18,189.72 "
2016,2302107,Baturité," 298,091 "," 8,479.57 "
2011,3546306,Santa Cruz das Palmeiras," 298,085 "," 9,848.18 "
2011,2300754,Amontada," 298,074 "," 7,496.45 "
2013,3530201,Mirante do Paranapanema," 298,042 "," 16,725.14 "
2010,5220603,Silvânia," 297,999 "," 15,605.31 "
2017,4200408,Água Doce," 297,991 "," 41,653.72 "
2011,3135050,Jaíba," 297,903 "," 8,743.58 "
2016,1304302,Urucará," 297,880 "," 17,455.59 "
2015,2917300,Ituberá," 297,856 "," 10,232.80 "
2015,5002001,Batayporã," 297,809 "," 26,571.08 "
2020,3145109,Nova Resende," 297,806 "," 17,692.82 "
2017,2805406,Poço Redondo," 297,803 "," 8,624.72 "
2019,3303104,Natividade," 297,785 "," 19,441.45 "
2013,3164605,São Sebastião do Oeste," 297,694 "," 47,592.96 "
2019,2908101,Cocos," 297,690 "," 15,853.98 "
2016,1506583,Santa Maria das Barreiras," 297,680 "," 14,595.00 "
2013,3523602,Itirapina," 297,670 "," 17,814.96 "
2010,3115359,Catas Altas," 297,631 "," 61,506.70 "
2016,4119806,Planalto," 297,629 "," 21,401.36 "
2012,4104428,Candói," 297,611 "," 19,704.09 "
2019,2110203,Santa Rita," 297,588 "," 7,861.26 "
2011,5207402,Edéia," 297,581 "," 26,225.50 "
2018,3509908,Cananéia," 297,560 "," 23,730.75 "
2019,3522802,Itaporanga," 297,558 "," 19,642.10 "
2019,4322301,Tuparendi," 297,540 "," 37,696.76 "
2017,4124608,São Carlos do Ivaí," 297,524 "," 43,504.08 "
2013,2902104,Araci," 297,508 "," 5,345.57 "
2020,2305605,Independência," 297,505 "," 11,360.79 "
2019,3550803,São Sebastião da Grama," 297,492 "," 24,420.64 "
2016,4301503,Augusto Pestana," 297,487 "," 41,799.50 "
2020,2600906,Amaraji," 297,482 "," 13,007.53 "
2013,5103254,Colniza," 297,411 "," 9,641.17 "
2016,1600154,Pedra Branca do Amapari," 297,385 "," 20,424.80 "
2011,5205307,Cavalcante," 297,385 "," 31,599.71 "
2010,4316006,Rolante," 297,375 "," 15,255.50 "
2012,4110508,Ipiranga," 297,368 "," 20,827.00 "
2020,3513603,Cunha," 297,367 "," 13,857.47 "
2012,1302900,Maués," 297,319 "," 5,497.87 "
2015,1507003,Santo Antônio do Tauá," 297,319 "," 10,034.74 "
2019,2604205,Catende," 297,305 "," 6,931.47 "
2012,3521705,Itaberá," 297,216 "," 16,792.84 "
2014,4114500,Manoel Ribas," 297,188 "," 21,795.95 "
2014,3304409,Rio Claro," 297,151 "," 16,723.92 "
2014,2308401,Missão Velha," 297,139 "," 8,453.47 "
2012,2601409,Barreiros," 297,113 "," 7,251.45 "
2013,4207684,Ipuaçu," 297,052 "," 41,703.15 "
2015,3532405,Nazaré Paulista," 296,965 "," 16,689.05 "
2019,4316758,Santa Clara do Sul," 296,961 "," 44,973.69 "
2015,4123907,Santa Mariana," 296,935 "," 23,884.70 "
2013,4127205,Terra Boa," 296,932 "," 17,928.53 "
2013,3162906,São João Nepomuceno," 296,917 "," 11,370.04 "
2014,3550803,São Sebastião da Grama," 296,916 "," 23,995.12 "
2011,4304663,Capão do Leão," 296,884 "," 12,195.88 "
2020,4320552,Sertão Santana," 296,827 "," 45,407.16 "
2015,4104709,Carlópolis," 296,823 "," 20,703.26 "
2020,3552551,Suzanápolis," 296,820 "," 73,946.17 "
2011,1505031,Novo Progresso," 296,808 "," 11,807.16 "
2011,3101706,Almenara," 296,806 "," 7,603.40 "
2015,2919801,Macaúbas," 296,802 "," 5,905.09 "
2015,3521309,Ipuã," 296,800 "," 19,065.98 "
2017,4104402,Cândido de Abreu," 296,794 "," 18,481.45 "
2020,2707107,Piranhas," 296,792 "," 11,785.41 "
2013,5106281,Novo São Joaquim," 296,748 "," 52,886.82 "
2013,3156304,Rodeiro," 296,742 "," 39,943.72 "
2016,1722107,Xambioá," 296,638 "," 25,364.50 "
2017,3145109,Nova Resende," 296,597 "," 17,818.99 "
2019,2907806,Cícero Dantas," 296,587 "," 9,121.54 "
2020,5004403,Inocência," 296,582 "," 39,085.69 "
2012,3139508,Manhumirim," 296,581 "," 13,738.88 "
2012,5007406,Rio Verde de Mato Grosso," 296,516 "," 15,602.84 "
2016,2205508,José de Freitas," 296,506 "," 7,713.47 "
2015,3200300,Alfredo Chaves," 296,499 "," 19,802.26 "
2014,2504306,Catolé do Rocha," 296,460 "," 9,885.29 "
2013,5002605,Camapuã," 296,455 "," 21,529.06 "
2019,4218905,Urubici," 296,454 "," 26,386.65 "
2017,4206009,Governador Celso Ramos," 296,409 "," 20,831.30 "
2014,2902708,Barra," 296,407 "," 5,510.85 "
2019,2908200,Conceição da Feira," 296,400 "," 13,126.09 "
2011,2202208,Campo Maior," 296,375 "," 6,537.01 "
2017,1300805,Borba," 296,371 "," 7,324.30 "
2020,3552700,Tabatinga," 296,297 "," 17,802.02 "
2012,3144706,Nova Era," 296,286 "," 16,936.45 "
2014,2905800,Camamu," 296,278 "," 8,157.20 "
2015,2928000,Santaluz," 296,267 "," 8,025.66 "
2014,2402303,Caraúbas," 296,263 "," 14,458.89 "
2017,4108908,Guairaçá," 296,262 "," 44,949.41 "
2011,3536208,Pariquera-Açu," 296,261 "," 16,007.20 "
2015,4127304,Terra Rica," 296,201 "," 18,142.91 "
2017,3543253,Ribeirão Grande," 296,201 "," 38,482.62 "
2017,4114906,Marilândia do Sul," 296,149 "," 32,658.73 "
2017,4314423,Picada Café," 296,148 "," 52,930.82 "
2011,3153400,Presidente Olegário," 296,072 "," 15,884.52 "
2014,5221551,Turvelândia," 296,030 "," 61,302.61 "
2016,1301159,Careiro da Várzea," 295,991 "," 10,352.23 "
2014,2408201,Nísia Floresta," 295,976 "," 11,293.35 "
2017,1505908,Porto de Moz," 295,945 "," 7,400.28 "
2018,4322301,Tuparendi," 295,882 "," 37,078.00 "
2011,4301305,Arroio Grande," 295,878 "," 16,064.62 "
2015,2404200,Goianinha," 295,877 "," 11,698.44 "
2019,1506005,Prainha," 295,872 "," 9,906.66 "
2012,2401206,Arês," 295,865 "," 22,471.89 "
2016,1703867,Cariri do Tocantins," 295,819 "," 69,801.50 "
2019,3169000,Tocantins," 295,811 "," 17,756.84 "
2020,3528858,Marapoama," 295,810 "," 96,543.80 "
2010,4210605,Massaranduba," 295,806 "," 20,166.73 "
2015,1600535,Porto Grande," 295,789 "," 15,038.35 "
2015,3504404,Avanhandava," 295,768 "," 23,254.01 "
2011,3200201,Alegre," 295,740 "," 9,634.49 "
2019,5102603,Campinápolis," 295,714 "," 18,505.27 "
2020,2304251,Cruz," 295,708 "," 11,839.21 "
2016,3511300,Cedral," 295,689 "," 33,335.83 "
2020,1506104,Primavera," 295,648 "," 27,231.08 "
2020,1508035,Tracuateua," 295,648 "," 9,458.60 "
2018,4125803,São Pedro do Ivaí," 295,572 "," 27,079.44 "
2010,3554300,Teodoro Sampaio," 295,563 "," 13,818.44 "
2019,2313807,Uruburetama," 295,526 "," 13,525.23 "
2018,2805406,Poço Redondo," 295,515 "," 8,587.57 "
2016,3154002,Raul Soares," 295,505 "," 12,120.28 "
2017,2803302,Japaratuba," 295,500 "," 15,839.43 "
2017,2709400,Viçosa," 295,468 "," 11,301.99 "
2020,4309506,Guarani das Missões," 295,455 "," 39,589.31 "
2015,4301909,Barra do Ribeiro," 295,387 "," 22,271.48 "
2019,2907301,Castro Alves," 295,379 "," 11,246.54 "
2013,3538907,Pirajuí," 295,337 "," 12,255.66 "
2015,4106803,Cruz Machado," 295,276 "," 15,700.31 "
2019,4120507,Primeiro de Maio," 295,235 "," 26,542.71 "
2016,4108502,General Carneiro," 295,214 "," 21,029.62 "
2018,5003454,Deodápolis," 295,156 "," 22,937.24 "
2020,3145307,Novo Cruzeiro," 295,142 "," 9,418.94 "
2012,1503705,Itupiranga," 295,101 "," 5,734.90 "
2019,2308005,Massapê," 295,095 "," 7,617.90 "
2018,4115754,Mauá da Serra," 295,064 "," 28,379.70 "
2011,2310209,Paracuru," 295,041 "," 9,234.17 "
2017,3504206,Auriflama," 294,993 "," 19,555.40 "
2015,3548054,Santo Antônio do Aracanguá," 294,985 "," 36,110.31 "
2014,4105607,Cidade Gaúcha," 294,975 "," 24,711.02 "
2019,3132701,Itambacuri," 294,962 "," 12,707.83 "
2012,5106505,Poconé," 294,914 "," 9,235.98 "
2018,1504604,Mocajuba," 294,911 "," 9,594.97 "
2015,4115358,Maripá," 294,902 "," 50,906.68 "
2017,5005202,Ladário," 294,878 "," 13,053.49 "
2013,1200104,Brasiléia," 294,874 "," 12,877.17 "
2010,4214003,Presidente Getúlio," 294,793 "," 19,803.40 "
2015,3539103,Pirapora do Bom Jesus," 294,755 "," 16,703.79 "
2015,3508207,Buritizal," 294,751 "," 67,836.72 "
2015,4127007,Teixeira Soares," 294,725 "," 25,639.44 "
2014,5106216,Nova Canaã do Norte," 294,700 "," 23,901.07 "
2013,4219101,Vargeão," 294,680 "," 82,083.57 "
2016,4302501,Bossoroca," 294,653 "," 43,103.18 "
2012,5103452,Denise," 294,641 "," 33,929.14 "
2020,3116159,Chapada Gaúcha," 294,614 "," 21,114.78 "
2010,4106308,Corbélia," 294,603 "," 18,071.58 "
2010,1508159,Uruará," 294,588 "," 4,919.56 "
2016,4216008,São Carlos," 294,553 "," 26,685.40 "
2013,3139607,Mantena," 294,526 "," 10,525.17 "
2013,3113701,Carlos Chagas," 294,524 "," 14,570.29 "
2020,2513406,Santa Luzia," 294,514 "," 19,092.03 "
2017,3536109,Pardinho," 294,485 "," 47,049.79 "
2020,1503101,Gurupá," 294,443 "," 8,722.93 "
2014,3303955,Pinheiral," 294,415 "," 12,427.27 "
2012,2411205,Santa Cruz," 294,413 "," 8,071.19 "
2013,2703205,Igreja Nova," 294,400 "," 12,101.30 "
2015,3509908,Cananéia," 294,383 "," 23,356.35 "
2012,3147303,Paraisópolis," 294,382 "," 14,970.62 "
2018,1721208,Tocantinópolis," 294,325 "," 12,854.86 "
2011,4121802,Ribeirão Claro," 294,323 "," 27,607.40 "
2010,5004502,Itaporã," 294,271 "," 14,094.13 "
2014,2901007,Amargosa," 294,237 "," 7,834.42 "
2015,3300225,Areal," 294,171 "," 24,575.65 "
2018,4203501,Campo Erê," 294,166 "," 34,062.79 "
2011,1304062,Tabatinga," 294,163 "," 5,511.35 "
2013,4301206,Arroio do Tigre," 294,149 "," 22,225.12 "
2018,1508050,Trairão," 294,076 "," 15,636.54 "
2019,4306502,Dom Feliciano," 294,060 "," 19,077.45 "
2012,3119104,Corinto," 294,058 "," 12,345.52 "
2019,3301157,Cardoso Moreira," 294,027 "," 22,929.63 "
2011,2201903,Bom Jesus," 294,018 "," 12,703.85 "
2013,4122503,Roncador," 294,015 "," 25,870.24 "
2018,3517901,Guaraci," 294,014 "," 26,516.43 "
2017,4202206,Benedito Novo," 293,991 "," 25,732.25 "
2020,2933505,Wenceslau Guimarães," 293,964 "," 14,012.95 "
2020,1303106,Nova Olinda do Norte," 293,963 "," 7,730.57 "
2010,4107256,Douradina," 293,943 "," 39,476.62 "
2015,5203906,Buriti Alegre," 293,934 "," 31,048.28 "
2019,5204904,Campos Belos," 293,914 "," 14,779.19 "
2019,3205176,Vila Valério," 293,862 "," 20,870.91 "
2011,4101705,Araruna," 293,819 "," 21,853.39 "
2018,2804607,Nossa Senhora das Dores," 293,792 "," 11,103.23 "
2014,4321105,Tapes," 293,788 "," 16,967.25 "
2017,2706802,Piaçabuçu," 293,761 "," 16,253.23 "
2012,4102802,Bela Vista do Paraíso," 293,755 "," 19,470.77 "
2014,5210901,Itapaci," 293,728 "," 14,288.46 "
2019,3506300,Bernardino de Campos," 293,725 "," 26,347.80 "
2012,3555356,Ubarana," 293,715 "," 53,882.86 "
2011,5005608,Miranda," 293,711 "," 11,386.80 "
2013,3520905,Ipaussu," 293,652 "," 20,416.58 "
2019,4207650,Iporã do Oeste," 293,624 "," 32,639.38 "
2010,1505031,Novo Progresso," 293,613 "," 11,694.93 "
2018,5107354,São José do Xingu," 293,582 "," 52,717.21 "
2012,2506004,Esperança," 293,577 "," 9,308.66 "
2016,3110707,Cambuquira," 293,543 "," 22,510.96 "
2018,1502756,Concórdia do Pará," 293,528 "," 8,936.22 "
2020,4206652,Guatambú," 293,514 "," 62,476.41 "
2018,2402303,Caraúbas," 293,511 "," 14,357.55 "
2011,4217600,Siderópolis," 293,506 "," 22,458.17 "
2019,3151701,Poço Fundo," 293,442 "," 17,476.15 "
2014,5103700,Feliz Natal," 293,414 "," 23,586.33 "
2012,5005251,Laguna Carapã," 293,363 "," 44,207.81 "
2020,2602001,Bodocó," 293,307 "," 7,642.58 "
2015,1101492,São Francisco do Guaporé," 293,297 "," 15,435.08 "
2016,2401206,Arês," 293,291 "," 20,689.28 "
2017,3154002,Raul Soares," 293,270 "," 12,035.05 "
2010,4113304,Laranjeiras do Sul," 293,246 "," 9,526.22 "
2019,3504305,Avaí," 293,244 "," 54,274.35 "
2020,1714880,Nova Olinda," 293,155 "," 24,599.70 "
2018,2607307,Ipubi," 293,126 "," 9,606.91 "
2012,3301876,Iguaba Grande," 293,072 "," 12,171.28 "
2018,4128609,Verê," 293,062 "," 39,915.85 "
2019,4303558,Camargo," 293,030 "," 107,219.23 "
2017,1504059,Mãe do Rio," 293,012 "," 10,014.07 "
2020,4117800,Palmital," 292,926 "," 22,602.34 "
2018,5220009,São João d'Aliança," 292,922 "," 21,881.09 "
2018,1504059,Mãe do Rio," 292,918 "," 9,791.01 "
2020,2910750,Fátima," 292,882 "," 16,412.56 "
2015,2916856,Itatim," 292,830 "," 19,835.43 "
2015,4312807,Nova Araçá," 292,789 "," 66,770.51 "
2020,4107538,Entre Rios do Oeste," 292,787 "," 63,704.75 "
2019,3111507,Campos Altos," 292,786 "," 18,937.08 "
2011,3537909,Pilar do Sul," 292,756 "," 11,007.95 "
2014,4104253,Campo Magro," 292,746 "," 10,785.32 "
2019,2800670,Boquim," 292,677 "," 10,914.29 "
2011,5108501,Vera," 292,641 "," 28,340.19 "
2013,1100254,Presidente Médici," 292,636 "," 12,713.92 "
2019,5105002,Jauru," 292,610 "," 33,277.59 "
2014,4110607,Iporã," 292,597 "," 19,531.23 "
2019,1504901,Muaná," 292,578 "," 7,251.18 "
2011,2917607,Jaguaquara," 292,576 "," 5,700.12 "
2012,2928109,Santa Maria da Vitória," 292,566 "," 7,284.09 "
2017,3552551,Suzanápolis," 292,565 "," 76,268.24 "
2012,1200609,Tarauacá," 292,548 "," 7,957.67 "
2018,5106109,Nossa Senhora do Livramento," 292,512 "," 22,108.05 "
2011,4207106,Ilhota," 292,489 "," 23,414.14 "
2011,5001243,Aral Moreira," 292,467 "," 28,067.89 "
2020,3147709,Passa Tempo," 292,466 "," 36,299.61 "
2010,4307500,Espumoso," 292,440 "," 19,188.99 "
2017,1502756,Concórdia do Pará," 292,381 "," 9,025.51 "
2014,4301206,Arroio do Tigre," 292,379 "," 22,021.48 "
2020,3545159,Saltinho," 292,354 "," 34,833.08 "
2011,2602100,Bom Conselho," 292,350 "," 6,390.57 "
2013,4217907,Tangará," 292,343 "," 33,307.85 "
2017,2917300,Ituberá," 292,327 "," 9,933.63 "
2016,3556107,Valentim Gentil," 292,318 "," 23,181.48 "
2016,3524501,Jaci," 292,282 "," 44,224.89 "
2015,4306007,Crissiumal," 292,273 "," 20,477.36 "
2011,2904902,Cachoeira," 292,252 "," 9,090.27 "
2013,2307007,Jaguaruana," 292,202 "," 8,808.16 "
2012,3132503,Itamarandiba," 292,165 "," 8,963.48 "
2016,3302809,Mendes," 292,162 "," 16,131.76 "
2018,3544301,Roseira," 292,162 "," 27,507.96 "
2017,5105200,Juscimeira," 292,113 "," 26,625.96 "
2011,2101251,Bacabeira," 292,099 "," 19,136.45 "
2015,3536000,Parapuã," 292,059 "," 26,316.35 "
2020,1200708,Xapuri," 292,045 "," 14,903.31 "
2014,5214838,Nova Crixás," 292,040 "," 23,231.26 "
2020,2605004,Cupira," 292,039 "," 12,081.22 "
2018,2608107,João Alfredo," 292,039 "," 8,701.21 "
2010,3546306,Santa Cruz das Palmeiras," 292,010 "," 9,742.10 "
2015,5006903,Porto Murtinho," 292,009 "," 17,682.51 "
2016,3204054,Pedro Canário," 291,988 "," 11,087.02 "
2012,5106257,Nova Xavantina," 291,986 "," 14,660.16 "
2018,4124509,Santo Inácio," 291,983 "," 53,762.26 "
2019,1502756,Concórdia do Pará," 291,977 "," 8,763.34 "
2014,2200400,Altos," 291,944 "," 7,367.67 "
2018,3539004,Pirangi," 291,926 "," 25,693.21 "
2011,4121406,Realeza," 291,923 "," 17,840.43 "
2013,5222005,Vianópolis," 291,919 "," 22,069.91 "
2011,3553807,Taquarituba," 291,894 "," 13,080.62 "
2016,2800670,Boquim," 291,884 "," 10,868.50 "
2020,2508307,Lagoa Seca," 291,871 "," 10,568.54 "
2012,1506203,Salinópolis," 291,863 "," 7,676.36 "
2015,2913200,Ibotirama," 291,853 "," 10,553.37 "
2010,4121703,Reserva," 291,845 "," 11,591.74 "
2011,5101258,Araputanga," 291,842 "," 18,865.06 "
2012,4213708,Pouso Redondo," 291,831 "," 19,194.35 "
2019,1101401,Monte Negro," 291,812 "," 18,408.54 "
2020,2411502,Santo Antônio," 291,795 "," 12,017.93 "
2010,3304508,Rio das Flores," 291,757 "," 34,143.62 "
2010,3533601,Nuporanga," 291,746 "," 42,796.86 "
2010,4309050,Glorinha," 291,730 "," 42,371.83 "
2018,4318606,São José do Ouro," 291,721 "," 42,004.52 "
2013,4125100,São João do Triunfo," 291,716 "," 20,171.23 "
2018,2102101,Brejo," 291,710 "," 8,071.88 "
2012,5108600,Vila Rica," 291,689 "," 13,104.90 "
2020,2926400,Riacho de Santana," 291,628 "," 8,193.40 "
2020,2928208,Santana," 291,550 "," 10,917.42 "
2013,3132503,Itamarandiba," 291,546 "," 8,624.60 "
2017,4116109,Moreira Sales," 291,515 "," 23,097.60 "
2013,3203346,Marechal Floriano," 291,498 "," 18,579.78 "
2019,1504059,Mãe do Rio," 291,476 "," 9,691.00 "
2010,2905206,Caetité," 291,471 "," 6,133.14 "
2020,4116109,Moreira Sales," 291,460 "," 24,203.65 "
2019,3555604,Uchoa," 291,445 "," 28,827.40 "
2019,5205307,Cavalcante," 291,439 "," 30,017.46 "
2014,3512308,Conchas," 291,433 "," 16,859.46 "
2013,3533007,Nova Granada," 291,430 "," 14,323.70 "
2015,3204054,Pedro Canário," 291,385 "," 11,152.21 "
2017,4118709,Paulo Frontin," 291,294 "," 39,578.01 "
2012,3133402,Itapagipe," 291,260 "," 20,905.81 "
2014,3556909,Vista Alegre do Alto," 291,241 "," 37,195.49 "
2020,2615003,Taquaritinga do Norte," 291,228 "," 9,998.56 "
2018,2800670,Boquim," 291,217 "," 10,894.37 "
2011,2401453,Baraúna," 291,212 "," 11,844.62 "
2010,3113305,Carangola," 291,209 "," 9,009.90 "
2012,2408300,Nova Cruz," 291,204 "," 8,147.63 "
2012,5205455,Cezarina," 291,192 "," 37,812.18 "
2020,2110203,Santa Rita," 291,182 "," 7,603.05 "
2011,3101102,Aimorés," 291,167 "," 11,670.97 "
2010,3300225,Areal," 291,121 "," 25,489.97 "
2020,1702554,Augustinópolis," 291,119 "," 15,615.46 "
2020,3168903,Tiros," 291,108 "," 45,315.75 "
2019,1506609,Santa Maria do Pará," 291,091 "," 11,708.73 "
2016,2615607,Trindade," 291,089 "," 9,754.33 "
2010,2511202,Pedras de Fogo," 291,087 "," 10,767.46 "
2019,2110708,São Domingos do Maranhão," 291,086 "," 8,467.70 "
2013,2314102,Viçosa do Ceará," 291,079 "," 5,043.04 "
2013,3514304,Dourado," 291,036 "," 32,759.59 "
2010,4308904,Getúlio Vargas," 291,020 "," 18,013.12 "
2016,2112407,Turiaçu," 291,015 "," 8,326.84 "
2019,4115309,Mariópolis," 291,005 "," 44,025.04 "
2019,4318606,São José do Ouro," 290,974 "," 41,969.39 "
2010,2807105,Simão Dias," 290,973 "," 7,514.03 "
2013,4216107,São Domingos," 290,966 "," 30,531.62 "
2014,2109601,Rosário," 290,933 "," 7,036.05 "
2014,3144003,Mutum," 290,915 "," 10,588.36 "
2014,2906873,Capim Grosso," 290,884 "," 9,993.62 "
2014,4123006,Salto do Lontra," 290,868 "," 20,129.30 "
2014,1507458,São Geraldo do Araguaia," 290,862 "," 11,715.07 "
2020,4215307,Salete," 290,851 "," 37,975.03 "
2013,1200450,Senador Guiomard," 290,838 "," 13,983.27 "
2013,3301504,Cordeiro," 290,832 "," 13,940.10 "
2011,3113701,Carlos Chagas," 290,818 "," 14,597.83 "
2011,3506805,Bocaina," 290,782 "," 26,511.89 "
2015,3108305,Borda da Mata," 290,780 "," 15,564.70 "
2013,2103604,Coroatá," 290,776 "," 4,604.24 "
2016,3504206,Auriflama," 290,768 "," 19,353.55 "
2010,2700409,Atalaia," 290,761 "," 6,551.76 "
2012,3168002,Taiobeiras," 290,719 "," 9,241.81 "
2020,4320503,Sertão," 290,677 "," 54,689.86 "
2016,2312700,Senador Pompeu," 290,674 "," 10,970.50 "
